Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,3000.0 um
Duration,30 sec
Resolution,0.333 um/sample
Force,3.00 mg
Measurement Range,6.5 um
Profile,Hills&Valleys
Display Range,Auto
R. Cursor,Pos: 2970.3 um Width: 2472.1 um
M. Cursor,Pos: 55.9 um Width: 2506.9 um

Scan Data
Lateral um,Raw Angstrom,
411.0,1003.4,,
411.3,1030.4,,
411.7,1050.2,,
412.0,1066.0,,
412.3,1083.3,,
412.7,1101.4,,
413.0,1128.0,,
413.3,1153.0,,
413.7,1170.6,,
414.0,1190.1,,
414.3,1210.6,,
414.7,1228.1,,
415.0,1252.5,,
415.3,1278.2,,
415.7,1295.3,,
416.0,1311.7,,
416.3,1330.1,,
416.7,1349.8,,
417.0,1370.7,,
417.3,1396.6,,
417.7,1415.8,,
418.0,1432.3,,
418.3,1447.1,,
418.7,1464.5,,
419.0,1482.3,,
419.3,1502.0,,
419.7,1521.5,,
420.0,1537.6,,
420.3,1550.5,,
420.7,1567.7,,
421.0,1589.6,,
421.3,1609.6,,
421.7,1625.9,,
422.0,1640.5,,
422.3,1652.9,,
422.7,1665.6,,
423.0,1687.0,,
423.3,1707.0,,
423.7,1725.0,,
424.0,1742.2,,
424.3,1758.0,,
424.7,1767.8,,
425.0,1784.6,,
425.3,1801.3,,
425.7,1812.4,,
426.0,1819.5,,
426.3,1830.8,,
426.7,1837.1,,
427.0,1849.6,,
427.3,1866.2,,
427.7,1879.7,,
428.0,1889.6,,
428.3,1897.7,,
428.7,1904.9,,
429.0,1914.7,,
429.3,1930.4,,
429.7,1941.4,,
430.0,1946.6,,
430.3,1953.4,,
430.7,1957.7,,
431.0,1965.3,,
431.3,1977.7,,
431.7,1988.4,,
432.0,1993.8,,
432.3,1997.0,,
432.7,2004.1,,
433.0,2014.5,,
433.3,2025.9,,
433.7,2037.7,,
434.0,2043.5,,
434.3,2047.2,,
434.7,2050.3,,
435.0,2056.9,,
435.3,2066.8,,
435.7,2074.3,,
436.0,2077.2,,
436.3,2080.7,,
436.7,2081.1,,
437.0,2087.3,,
437.3,2097.6,,
437.7,2105.2,,
438.0,2110.6,,
438.3,2115.0,,
438.7,2115.6,,
439.0,2116.8,,
439.3,2127.4,,
439.7,2135.6,,
440.0,2141.4,,
440.3,2148.3,,
440.7,2156.1,,
441.0,2163.3,,
441.3,2169.9,,
441.7,2179.8,,
442.0,2183.5,,
442.3,2188.6,,
442.7,2194.7,,
443.0,2200.1,,
443.3,2205.9,,
443.7,2217.5,,
444.0,2223.8,,
444.3,2229.5,,
444.7,2233.8,,
445.0,2238.6,,
445.3,2243.5,,
445.7,2251.2,,
446.0,2259.3,,
446.3,2262.9,,
446.7,2268.9,,
447.0,2271.0,,
447.3,2278.7,,
447.7,2288.6,,
448.0,2298.0,,
448.3,2300.5,,
448.7,2304.7,,
449.0,2307.7,,
449.3,2315.8,,
449.7,2321.5,,
450.0,2328.3,,
450.3,2331.9,,
450.7,2333.8,,
451.0,2333.8,,
451.3,2334.1,,
451.7,2340.4,,
452.0,2340.3,,
452.3,2342.9,,
452.7,2343.8,,
453.0,2342.1,,
453.3,2341.6,,
453.7,2344.9,,
454.0,2344.0,,
454.3,2340.7,,
454.7,2339.0,,
455.0,2333.6,,
455.3,2327.3,,
455.7,2324.3,,
456.0,2322.4,,
456.3,2318.3,,
456.7,2319.0,,
457.0,2316.6,,
457.3,2313.5,,
457.7,2314.2,,
458.0,2313.4,,
458.3,2306.6,,
458.7,2303.6,,
459.0,2300.3,,
459.3,2290.7,,
459.7,2285.3,,
460.0,2281.4,,
460.3,2277.9,,
460.7,2268.9,,
461.0,2262.5,,
461.3,2254.8,,
461.7,2248.0,,
462.0,2239.1,,
462.3,2232.8,,
462.7,2224.5,,
463.0,2215.4,,
463.3,2210.4,,
463.7,2205.5,,
464.0,2201.0,,
464.3,2192.9,,
464.7,2189.7,,
465.0,2179.8,,
465.3,2172.6,,
465.7,2165.7,,
466.0,2156.9,,
466.3,2147.1,,
466.7,2142.4,,
467.0,2136.0,,
467.3,2131.1,,
467.7,2123.8,,
468.0,2118.9,,
468.3,2112.4,,
468.7,2106.0,,
469.0,2103.0,,
469.3,2097.0,,
469.7,2092.4,,
470.0,2087.7,,
470.3,2078.4,,
470.7,2071.4,,
471.0,2069.1,,
471.3,2064.9,,
471.7,2057.2,,
472.0,2049.1,,
472.3,2041.2,,
472.7,2034.2,,
473.0,2029.5,,
473.3,2027.2,,
473.7,2023.1,,
474.0,2018.5,,
474.3,2010.1,,
474.7,2002.7,,
475.0,2000.0,,
475.3,1997.8,,
475.7,1990.6,,
476.0,1981.3,,
476.3,1976.7,,
476.7,1972.8,,
477.0,1968.9,,
477.3,1966.2,,
477.7,1969.5,,
478.0,1967.4,,
478.3,1962.1,,
478.7,1955.5,,
479.0,1954.0,,
479.3,1950.5,,
479.7,1948.1,,
480.0,1943.9,,
480.3,1937.6,,
480.7,1931.8,,
481.0,1932.8,,
481.3,1932.8,,
481.7,1932.0,,
482.0,1930.7,,
482.3,1921.3,,
482.7,1912.7,,
483.0,1908.2,,
483.3,1905.4,,
483.7,1901.6,,
484.0,1899.6,,
484.3,1893.5,,
484.7,1884.9,,
485.0,1880.1,,
485.3,1877.9,,
485.7,1871.3,,
486.0,1866.9,,
486.3,1860.0,,
486.7,1848.1,,
487.0,1838.1,,
487.3,1833.9,,
487.7,1831.4,,
488.0,1825.5,,
488.3,1817.8,,
488.7,1808.8,,
489.0,1800.5,,
489.3,1793.3,,
489.7,1787.4,,
490.0,1782.2,,
490.3,1776.1,,
490.7,1765.4,,
491.0,1755.9,,
491.3,1750.8,,
491.7,1748.1,,
492.0,1746.4,,
492.3,1735.6,,
492.7,1720.3,,
493.0,1705.9,,
493.3,1693.1,,
493.7,1685.2,,
494.0,1681.0,,
494.3,1671.9,,
494.7,1657.2,,
495.0,1646.8,,
495.3,1637.4,,
495.7,1627.6,,
496.0,1623.2,,
496.3,1616.3,,
496.7,1602.9,,
497.0,1593.4,,
497.3,1589.1,,
497.7,1583.1,,
498.0,1578.9,,
498.3,1577.7,,
498.7,1565.4,,
499.0,1553.6,,
499.3,1544.0,,
499.7,1536.2,,
500.0,1531.1,,
500.3,1527.2,,
500.7,1521.1,,
501.0,1513.5,,
501.3,1510.7,,
501.7,1506.2,,
502.0,1506.0,,
502.3,1506.2,,
502.7,1501.4,,
503.0,1495.0,,
503.3,1488.8,,
503.7,1486.9,,
504.0,1491.4,,
504.3,1495.3,,
504.7,1494.5,,
505.0,1493.0,,
505.3,1489.3,,
505.7,1488.5,,
506.0,1492.0,,
506.3,1495.9,,
506.7,1494.4,,
507.0,1490.2,,
507.3,1488.9,,
507.7,1490.6,,
508.0,1496.0,,
508.3,1503.1,,
508.7,1504.8,,
509.0,1504.1,,
509.3,1501.9,,
509.7,1502.7,,
510.0,1506.1,,
510.3,1512.0,,
510.7,1513.2,,
511.0,1512.2,,
511.3,1514.3,,
511.7,1518.9,,
512.0,1525.4,,
512.3,1531.8,,
512.7,1537.9,,
513.0,1537.0,,
513.3,1537.9,,
513.7,1543.7,,
514.0,1549.7,,
514.3,1556.1,,
514.7,1562.3,,
515.0,1566.0,,
515.3,1564.7,,
515.7,1567.9,,
516.0,1569.4,,
516.3,1573.4,,
516.7,1573.4,,
517.0,1573.8,,
517.3,1570.0,,
517.7,1569.0,,
518.0,1571.7,,
518.3,1574.6,,
518.7,1578.2,,
519.0,1578.0,,
519.3,1574.8,,
519.7,1571.1,,
520.0,1570.5,,
520.3,1574.5,,
520.7,1576.9,,
521.0,1574.2,,
521.3,1571.4,,
521.7,1571.1,,
522.0,1573.3,,
522.3,1582.0,,
522.7,1584.9,,
523.0,1583.3,,
523.3,1581.1,,
523.7,1580.3,,
524.0,1579.2,,
524.3,1584.9,,
524.7,1590.7,,
525.0,1590.5,,
525.3,1586.4,,
525.7,1584.3,,
526.0,1584.6,,
526.3,1588.6,,
526.7,1591.5,,
527.0,1590.6,,
527.3,1585.4,,
527.7,1585.2,,
528.0,1586.9,,
528.3,1589.0,,
528.7,1594.7,,
529.0,1597.7,,
529.3,1595.8,,
529.7,1593.0,,
530.0,1592.8,,
530.3,1594.2,,
530.7,1598.2,,
531.0,1602.8,,
531.3,1605.5,,
531.7,1603.2,,
532.0,1602.1,,
532.3,1606.4,,
532.7,1611.6,,
533.0,1616.0,,
533.3,1621.1,,
533.7,1623.3,,
534.0,1618.5,,
534.3,1618.5,,
534.7,1622.8,,
535.0,1626.8,,
535.3,1627.1,,
535.7,1628.1,,
536.0,1623.6,,
536.3,1617.5,,
536.7,1615.6,,
537.0,1614.2,,
537.3,1608.1,,
537.7,1603.0,,
538.0,1593.6,,
538.3,1586.4,,
538.7,1585.9,,
539.0,1584.3,,
539.3,1576.9,,
539.7,1570.8,,
540.0,1561.4,,
540.3,1552.0,,
540.7,1548.8,,
541.0,1547.8,,
541.3,1543.8,,
541.7,1541.7,,
542.0,1534.7,,
542.3,1528.6,,
542.7,1521.7,,
543.0,1517.8,,
543.3,1513.1,,
543.7,1504.4,,
544.0,1494.6,,
544.3,1485.2,,
544.7,1476.8,,
545.0,1472.2,,
545.3,1464.1,,
545.7,1454.7,,
546.0,1443.1,,
546.3,1430.6,,
546.7,1419.1,,
547.0,1405.9,,
547.3,1398.1,,
547.7,1387.9,,
548.0,1373.1,,
548.3,1359.6,,
548.7,1352.0,,
549.0,1339.2,,
549.3,1326.9,,
549.7,1318.1,,
550.0,1305.7,,
550.3,1284.7,,
550.7,1269.6,,
551.0,1257.8,,
551.3,1245.3,,
551.7,1233.7,,
552.0,1221.6,,
552.3,1203.7,,
552.7,1183.1,,
553.0,1167.3,,
553.3,1151.9,,
553.7,1135.8,,
554.0,1120.0,,
554.3,1099.4,,
554.7,1076.5,,
555.0,1056.2,,
555.3,1039.0,,
555.7,1020.8,,
556.0,1004.8,,
556.3,982.7,,
556.7,957.9,,
557.0,933.2,,
557.3,913.6,,
557.7,891.5,,
558.0,868.8,,
558.3,848.2,,
558.7,820.3,,
559.0,794.1,,
559.3,768.3,,
559.7,743.9,,
560.0,716.2,,
560.3,684.4,,
560.7,650.4,,
561.0,620.4,,
561.3,588.8,,
561.7,558.5,,
562.0,527.6,,
562.3,495.1,,
562.7,456.8,,
563.0,421.6,,
563.3,386.9,,
563.7,351.7,,
564.0,319.2,,
564.3,283.0,,
564.7,246.7,,
565.0,209.7,,
565.3,174.5,,
565.7,136.6,,
566.0,102.7,,
566.3,65.9,,
566.7,22.5,,
567.0,-20.0,,
567.3,-61.5,,
567.7,-103.7,,
568.0,-137.3,,
568.3,-170.6,,
568.7,-211.4,,
569.0,-253.5,,
569.3,-294.9,,
569.7,-337.4,,
570.0,-378.3,,
570.3,-416.9,,
570.7,-462.0,,
571.0,-512.5,,
571.3,-564.9,,
571.7,-614.2,,
572.0,-661.2,,
572.3,-704.1,,
572.7,-751.1,,
573.0,-800.6,,
573.3,-853.3,,
573.7,-906.9,,
574.0,-958.6,,
574.3,-1006.9,,
574.7,-1053.1,,
575.0,-1104.3,,
575.3,-1161.0,,
575.7,-1215.5,,
576.0,-1262.6,,
576.3,-1310.3,,
576.7,-1361.5,,
577.0,-1414.3,,
577.3,-1473.3,,
577.7,-1537.2,,
578.0,-1595.2,,
578.3,-1645.7,,
578.7,-1701.0,,
579.0,-1758.1,,
579.3,-1815.9,,
579.7,-1878.6,,
580.0,-1938.1,,
580.3,-1990.0,,
580.7,-2043.3,,
581.0,-2103.0,,
581.3,-2163.9,,
581.7,-2231.9,,
582.0,-2297.1,,
582.3,-2359.3,,
582.7,-2416.8,,
583.0,-2482.6,,
583.3,-2545.4,,
583.7,-2615.6,,
584.0,-2686.2,,
584.3,-2751.6,,
584.7,-2813.1,,
585.0,-2879.1,,
585.3,-2947.6,,
585.7,-3015.4,,
586.0,-3083.1,,
586.3,-3151.6,,
586.7,-3213.1,,
587.0,-3273.6,,
587.3,-3343.8,,
587.7,-3415.5,,
588.0,-3484.8,,
588.3,-3548.1,,
588.7,-3609.3,,
589.0,-3671.8,,
589.3,-3739.2,,
589.7,-3811.6,,
590.0,-3885.2,,
590.3,-3954.4,,
590.7,-4024.8,,
591.0,-4098.4,,
591.3,-4172.7,,
591.7,-4253.6,,
592.0,-4335.5,,
592.3,-4412.6,,
592.7,-4483.1,,
593.0,-4554.3,,
593.3,-4623.1,,
593.7,-4696.8,,
594.0,-4773.6,,
594.3,-4842.5,,
594.7,-4903.6,,
595.0,-4964.0,,
595.3,-5027.2,,
595.7,-5092.8,,
596.0,-5169.1,,
596.3,-5244.8,,
596.7,-5314.4,,
597.0,-5388.7,,
597.3,-5473.4,,
597.7,-5563.7,,
598.0,-5656.8,,
598.3,-5738.9,,
598.7,-5810.3,,
599.0,-5874.3,,
599.3,-5933.5,,
599.7,-5994.3,,
600.0,-6058.4,,
600.3,-6120.7,,
600.7,-6173.5,,
601.0,-6226.9,,
601.3,-6280.3,,
601.7,-6339.3,,
602.0,-6401.6,,
602.3,-6468.9,,
602.7,-6531.3,,
603.0,-6595.7,,
603.3,-6660.1,,
603.7,-6735.6,,
604.0,-6816.7,,
604.3,-6894.5,,
604.7,-6961.5,,
605.0,-7022.5,,
605.3,-7072.6,,
605.7,-7120.5,,
606.0,-7176.0,,
606.3,-7225.1,,
606.7,-7265.3,,
607.0,-7299.6,,
607.3,-7330.1,,
607.7,-7358.0,,
608.0,-7386.6,,
608.3,-7409.4,,
608.7,-7420.1,,
609.0,-7419.1,,
609.3,-7411.3,,
609.7,-7401.5,,
610.0,-7395.9,,
610.3,-7395.0,,
610.7,-7381.9,,
611.0,-7365.8,,
611.3,-7341.9,,
611.7,-7315.9,,
612.0,-7285.9,,
612.3,-7254.3,,
612.7,-7208.7,,
613.0,-7151.6,,
613.3,-7086.9,,
613.7,-7021.6,,
614.0,-6958.7,,
614.3,-6894.1,,
614.7,-6832.7,,
615.0,-6764.0,,
615.3,-6690.7,,
615.7,-6620.4,,
616.0,-6559.9,,
616.3,-6500.7,,
616.7,-6445.3,,
617.0,-6387.9,,
617.3,-6327.4,,
617.7,-6261.1,,
618.0,-6203.7,,
618.3,-6148.0,,
618.7,-6086.2,,
619.0,-6018.5,,
619.3,-5942.1,,
619.7,-5858.4,,
620.0,-5779.6,,
620.3,-5708.5,,
620.7,-5630.4,,
621.0,-5554.4,,
621.3,-5472.7,,
621.7,-5389.3,,
622.0,-5305.7,,
622.3,-5235.5,,
622.7,-5164.2,,
623.0,-5091.3,,
623.3,-5015.1,,
623.7,-4936.5,,
624.0,-4856.9,,
624.3,-4781.5,,
624.7,-4708.6,,
625.0,-4630.5,,
625.3,-4547.0,,
625.7,-4459.3,,
626.0,-4372.4,,
626.3,-4290.4,,
626.7,-4212.2,,
627.0,-4130.9,,
627.3,-4051.8,,
627.7,-3969.7,,
628.0,-3890.4,,
628.3,-3817.2,,
628.7,-3746.8,,
629.0,-3674.8,,
629.3,-3598.9,,
629.7,-3519.6,,
630.0,-3440.8,,
630.3,-3366.7,,
630.7,-3296.6,,
631.0,-3226.7,,
631.3,-3152.1,,
631.7,-3071.6,,
632.0,-2992.6,,
632.3,-2917.3,,
632.7,-2844.6,,
633.0,-2772.0,,
633.3,-2700.2,,
633.7,-2624.5,,
634.0,-2548.5,,
634.3,-2475.9,,
634.7,-2410.0,,
635.0,-2343.0,,
635.3,-2280.3,,
635.7,-2213.9,,
636.0,-2142.5,,
636.3,-2074.7,,
636.7,-2013.2,,
637.0,-1948.8,,
637.3,-1887.7,,
637.7,-1826.0,,
638.0,-1758.1,,
638.3,-1688.8,,
638.7,-1627.5,,
639.0,-1565.2,,
639.3,-1502.5,,
639.7,-1441.3,,
640.0,-1376.0,,
640.3,-1312.0,,
640.7,-1249.4,,
641.0,-1195.7,,
641.3,-1141.3,,
641.7,-1086.7,,
642.0,-1027.2,,
642.3,-964.9,,
642.7,-904.4,,
643.0,-848.8,,
643.3,-793.7,,
643.7,-739.6,,
644.0,-681.9,,
644.3,-623.7,,
644.7,-571.2,,
645.0,-517.8,,
645.3,-466.9,,
645.7,-417.2,,
646.0,-365.2,,
646.3,-310.9,,
646.7,-258.9,,
647.0,-208.1,,
647.3,-163.0,,
647.7,-122.5,,
648.0,-76.5,,
648.3,-31.5,,
648.7,11.3,,
649.0,54.0,,
649.3,97.7,,
649.7,133.2,,
650.0,174.5,,
650.3,215.8,,
650.7,253.4,,
651.0,288.7,,
651.3,327.4,,
651.7,362.1,,
652.0,397.0,,
652.3,437.6,,
652.7,475.1,,
653.0,517.1,,
653.3,554.1,,
653.7,591.0,,
654.0,621.7,,
654.3,655.5,,
654.7,690.5,,
655.0,726.5,,
655.3,759.2,,
655.7,789.4,,
656.0,818.8,,
656.3,847.6,,
656.7,878.9,,
657.0,910.0,,
657.3,937.1,,
657.7,959.1,,
658.0,983.1,,
658.3,1003.1,,
658.7,1024.8,,
659.0,1049.6,,
659.3,1073.0,,
659.7,1089.8,,
660.0,1108.5,,
660.3,1126.8,,
660.7,1143.9,,
661.0,1160.2,,
661.3,1178.2,,
661.7,1192.4,,
662.0,1205.0,,
662.3,1219.7,,
662.7,1233.2,,
663.0,1249.3,,
663.3,1266.3,,
663.7,1280.2,,
664.0,1288.6,,
664.3,1299.3,,
664.7,1309.2,,
665.0,1316.9,,
665.3,1329.4,,
665.7,1342.1,,
666.0,1348.4,,
666.3,1353.7,,
666.7,1363.3,,
667.0,1367.5,,
667.3,1376.1,,
667.7,1383.5,,
668.0,1388.5,,
668.3,1387.1,,
668.7,1391.5,,
669.0,1392.7,,
669.3,1395.9,,
669.7,1400.8,,
670.0,1404.2,,
670.3,1406.5,,
670.7,1402.7,,
671.0,1400.4,,
671.3,1398.4,,
671.7,1398.4,,
672.0,1392.5,,
672.3,1390.3,,
672.7,1382.3,,
673.0,1378.2,,
673.3,1376.9,,
673.7,1377.6,,
674.0,1374.2,,
674.3,1370.3,,
674.7,1360.0,,
675.0,1349.7,,
675.3,1345.5,,
675.7,1340.6,,
676.0,1332.8,,
676.3,1323.7,,
676.7,1318.9,,
677.0,1306.5,,
677.3,1298.0,,
677.7,1293.9,,
678.0,1286.1,,
678.3,1274.0,,
678.7,1261.7,,
679.0,1246.4,,
679.3,1236.5,,
679.7,1230.7,,
680.0,1220.8,,
680.3,1208.0,,
680.7,1193.7,,
681.0,1178.9,,
681.3,1162.8,,
681.7,1153.6,,
682.0,1138.1,,
682.3,1120.8,,
682.7,1106.3,,
683.0,1091.5,,
683.3,1073.5,,
683.7,1059.0,,
684.0,1043.6,,
684.3,1025.1,,
684.7,1005.4,,
685.0,986.0,,
685.3,965.6,,
685.7,944.8,,
686.0,925.9,,
686.3,906.7,,
686.7,884.4,,
687.0,856.0,,
687.3,830.5,,
687.7,807.5,,
688.0,783.1,,
688.3,760.7,,
688.7,735.8,,
689.0,705.4,,
689.3,671.6,,
689.7,645.2,,
690.0,617.4,,
690.3,587.1,,
690.7,557.0,,
691.0,524.5,,
691.3,488.0,,
691.7,462.1,,
692.0,435.3,,
692.3,407.7,,
692.7,380.4,,
693.0,350.3,,
693.3,318.3,,
693.7,289.6,,
694.0,264.6,,
694.3,237.5,,
694.7,209.1,,
695.0,178.4,,
695.3,149.0,,
695.7,121.1,,
696.0,99.1,,
696.3,79.3,,
696.7,59.7,,
697.0,35.0,,
697.3,11.4,,
697.7,-9.7,,
698.0,-25.2,,
698.3,-40.7,,
698.7,-58.2,,
699.0,-77.8,,
699.3,-99.0,,
699.7,-117.7,,
700.0,-131.6,,
700.3,-145.0,,
700.7,-158.7,,
701.0,-179.1,,
701.3,-198.9,,
701.7,-215.2,,
702.0,-231.3,,
702.3,-244.9,,
702.7,-255.7,,
703.0,-269.3,,
703.3,-288.6,,
703.7,-303.8,,
704.0,-315.1,,
704.3,-326.7,,
704.7,-338.5,,
705.0,-350.4,,
705.3,-368.4,,
705.7,-387.9,,
706.0,-399.7,,
706.3,-409.0,,
706.7,-418.6,,
707.0,-429.3,,
707.3,-444.5,,
707.7,-462.0,,
708.0,-474.9,,
708.3,-483.2,,
708.7,-490.0,,
709.0,-496.4,,
709.3,-511.4,,
709.7,-527.4,,
710.0,-540.0,,
710.3,-543.6,,
710.7,-548.2,,
711.0,-557.5,,
711.3,-567.2,,
711.7,-583.6,,
712.0,-598.0,,
712.3,-606.3,,
712.7,-609.2,,
713.0,-616.7,,
713.3,-628.1,,
713.7,-642.1,,
714.0,-651.5,,
714.3,-659.4,,
714.7,-661.9,,
715.0,-667.7,,
715.3,-680.1,,
715.7,-695.9,,
716.0,-708.8,,
716.3,-716.7,,
716.7,-723.3,,
717.0,-724.6,,
717.3,-733.2,,
717.7,-744.5,,
718.0,-755.8,,
718.3,-763.2,,
718.7,-768.4,,
719.0,-767.4,,
719.3,-772.7,,
719.7,-785.7,,
720.0,-793.2,,
720.3,-798.4,,
720.7,-802.0,,
721.0,-803.1,,
721.3,-803.7,,
721.7,-817.6,,
722.0,-827.7,,
722.3,-836.4,,
722.7,-836.5,,
723.0,-841.9,,
723.3,-844.0,,
723.7,-852.7,,
724.0,-858.3,,
724.3,-865.0,,
724.7,-866.9,,
725.0,-868.6,,
725.3,-869.7,,
725.7,-876.9,,
726.0,-884.1,,
726.3,-888.1,,
726.7,-890.1,,
727.0,-888.2,,
727.3,-890.8,,
727.7,-895.5,,
728.0,-903.9,,
728.3,-908.2,,
728.7,-912.4,,
729.0,-910.3,,
729.3,-912.7,,
729.7,-921.7,,
730.0,-924.9,,
730.3,-930.5,,
730.7,-932.6,,
731.0,-929.7,,
731.3,-927.4,,
731.7,-933.8,,
732.0,-939.5,,
732.3,-944.6,,
732.7,-947.0,,
733.0,-948.2,,
733.3,-944.0,,
733.7,-944.3,,
734.0,-949.0,,
734.3,-954.3,,
734.7,-955.9,,
735.0,-954.1,,
735.3,-951.4,,
735.7,-954.0,,
736.0,-960.8,,
736.3,-963.0,,
736.7,-964.4,,
737.0,-963.0,,
737.3,-957.5,,
737.7,-954.8,,
738.0,-959.6,,
738.3,-963.3,,
738.7,-963.0,,
739.0,-959.8,,
739.3,-955.3,,
739.7,-956.7,,
740.0,-954.4,,
740.3,-957.3,,
740.7,-953.7,,
741.0,-951.7,,
741.3,-946.5,,
741.7,-947.3,,
742.0,-947.1,,
742.3,-951.8,,
742.7,-953.4,,
743.0,-951.2,,
743.3,-945.4,,
743.7,-943.6,,
744.0,-946.2,,
744.3,-943.0,,
744.7,-940.6,,
745.0,-937.2,,
745.3,-933.4,,
745.7,-928.5,,
746.0,-932.5,,
746.3,-930.4,,
746.7,-929.9,,
747.0,-929.8,,
747.3,-926.1,,
747.7,-921.1,,
748.0,-924.4,,
748.3,-923.5,,
748.7,-920.8,,
749.0,-922.1,,
749.3,-921.6,,
749.7,-918.5,,
750.0,-916.3,,
750.3,-919.5,,
750.7,-916.7,,
751.0,-915.0,,
751.3,-908.9,,
751.7,-907.3,,
752.0,-907.6,,
752.3,-910.3,,
752.7,-908.9,,
753.0,-908.8,,
753.3,-909.5,,
753.7,-906.5,,
754.0,-906.6,,
754.3,-906.6,,
754.7,-909.5,,
755.0,-906.6,,
755.3,-905.7,,
755.7,-904.8,,
756.0,-911.9,,
756.3,-915.9,,
756.7,-920.3,,
757.0,-922.4,,
757.3,-921.2,,
757.7,-921.9,,
758.0,-928.2,,
758.3,-932.8,,
758.7,-931.2,,
759.0,-935.2,,
759.3,-934.3,,
759.7,-931.0,,
760.0,-934.1,,
760.3,-940.6,,
760.7,-939.7,,
761.0,-941.8,,
761.3,-938.3,,
761.7,-939.7,,
762.0,-943.4,,
762.3,-953.5,,
762.7,-957.4,,
763.0,-961.9,,
763.3,-964.6,,
763.7,-965.4,,
764.0,-969.7,,
764.3,-979.6,,
764.7,-984.8,,
765.0,-984.1,,
765.3,-987.2,,
765.7,-987.2,,
766.0,-993.6,,
766.3,-999.6,,
766.7,-1007.5,,
767.0,-1009.7,,
767.3,-1009.2,,
767.7,-1004.3,,
768.0,-1005.9,,
768.3,-1007.3,,
768.7,-1009.2,,
769.0,-1012.0,,
769.3,-1011.3,,
769.7,-1011.9,,
770.0,-1016.3,,
770.3,-1024.2,,
770.7,-1030.6,,
771.0,-1034.0,,
771.3,-1034.4,,
771.7,-1031.8,,
772.0,-1033.2,,
772.3,-1037.1,,
772.7,-1041.5,,
773.0,-1047.7,,
773.3,-1050.1,,
773.7,-1045.8,,
774.0,-1048.7,,
774.3,-1054.4,,
774.7,-1059.7,,
775.0,-1060.9,,
775.3,-1064.5,,
775.7,-1063.7,,
776.0,-1061.7,,
776.3,-1066.3,,
776.7,-1070.8,,
777.0,-1077.5,,
777.3,-1076.3,,
777.7,-1078.1,,
778.0,-1075.1,,
778.3,-1077.4,,
778.7,-1078.3,,
779.0,-1080.7,,
779.3,-1080.8,,
779.7,-1084.0,,
780.0,-1081.9,,
780.3,-1082.2,,
780.7,-1085.8,,
781.0,-1088.3,,
781.3,-1089.9,,
781.7,-1088.0,,
782.0,-1089.1,,
782.3,-1089.4,,
782.7,-1092.5,,
783.0,-1098.5,,
783.3,-1103.0,,
783.7,-1105.0,,
784.0,-1107.3,,
784.3,-1113.2,,
784.7,-1118.0,,
785.0,-1122.4,,
785.3,-1127.1,,
785.7,-1125.7,,
786.0,-1124.7,,
786.3,-1130.2,,
786.7,-1133.7,,
787.0,-1134.4,,
787.3,-1133.4,,
787.7,-1132.0,,
788.0,-1125.9,,
788.3,-1126.1,,
788.7,-1127.5,,
789.0,-1127.2,,
789.3,-1126.9,,
789.7,-1127.8,,
790.0,-1130.3,,
790.3,-1132.7,,
790.7,-1141.5,,
791.0,-1142.0,,
791.3,-1142.1,,
791.7,-1144.0,,
792.0,-1147.8,,
792.3,-1146.5,,
792.7,-1156.0,,
793.0,-1160.1,,
793.3,-1161.4,,
793.7,-1163.0,,
794.0,-1164.4,,
794.3,-1165.5,,
794.7,-1165.9,,
795.0,-1167.5,,
795.3,-1168.6,,
795.7,-1168.4,,
796.0,-1170.2,,
796.3,-1175.7,,
796.7,-1178.2,,
797.0,-1179.4,,
797.3,-1178.3,,
797.7,-1180.2,,
798.0,-1178.9,,
798.3,-1180.8,,
798.7,-1178.7,,
799.0,-1174.6,,
799.3,-1168.3,,
799.7,-1165.4,,
800.0,-1161.0,,
800.3,-1159.8,,
800.7,-1160.5,,
801.0,-1155.9,,
801.3,-1150.4,,
801.7,-1146.3,,
802.0,-1140.1,,
802.3,-1133.8,,
802.7,-1134.8,,
803.0,-1129.8,,
803.3,-1126.9,,
803.7,-1124.5,,
804.0,-1118.2,,
804.3,-1112.9,,
804.7,-1111.6,,
805.0,-1107.9,,
805.3,-1100.9,,
805.7,-1093.0,,
806.0,-1086.2,,
806.3,-1078.2,,
806.7,-1074.0,,
807.0,-1067.8,,
807.3,-1060.0,,
807.7,-1050.5,,
808.0,-1040.1,,
808.3,-1029.0,,
808.7,-1019.4,,
809.0,-1010.5,,
809.3,-1000.9,,
809.7,-989.2,,
810.0,-977.4,,
810.3,-967.2,,
810.7,-957.6,,
811.0,-945.4,,
811.3,-937.0,,
811.7,-927.0,,
812.0,-914.5,,
812.3,-902.5,,
812.7,-892.6,,
813.0,-884.7,,
813.3,-876.2,,
813.7,-865.8,,
814.0,-851.1,,
814.3,-835.8,,
814.7,-825.9,,
815.0,-816.5,,
815.3,-800.4,,
815.7,-789.6,,
816.0,-776.4,,
816.3,-763.0,,
816.7,-752.8,,
817.0,-744.0,,
817.3,-730.7,,
817.7,-716.4,,
818.0,-704.9,,
818.3,-691.0,,
818.7,-675.1,,
819.0,-662.7,,
819.3,-646.3,,
819.7,-625.8,,
820.0,-613.8,,
820.3,-600.3,,
820.7,-583.1,,
821.0,-567.2,,
821.3,-554.8,,
821.7,-535.6,,
