Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,3000.0 um
Duration,30 sec
Resolution,0.333 um/sample
Force,3.00 mg
Measurement Range,6.5 um
Profile,Hills&Valleys
Display Range,Auto
R. Cursor,Pos: 2970.3 um Width: 2472.1 um
M. Cursor,Pos: 55.9 um Width: 2506.9 um

Scan Data
Lateral um,Raw Angstrom,
1213.3,-867.4,,
1213.7,-858.9,,
1214.0,-860.0,,
1214.3,-859.4,,
1214.7,-855.6,,
1215.0,-852.4,,
1215.3,-850.8,,
1215.7,-844.9,,
1216.0,-846.2,,
1216.3,-844.0,,
1216.7,-843.5,,
1217.0,-839.7,,
1217.3,-833.3,,
1217.7,-829.7,,
1218.0,-829.5,,
1218.3,-828.4,,
1218.7,-824.4,,
1219.0,-822.0,,
1219.3,-817.8,,
1219.7,-817.0,,
1220.0,-815.1,,
1220.3,-817.2,,
1220.7,-813.9,,
1221.0,-814.0,,
1221.3,-813.7,,
1221.7,-810.9,,
1222.0,-811.2,,
1222.3,-812.2,,
1222.7,-810.6,,
1223.0,-808.3,,
1223.3,-806.9,,
1223.7,-803.3,,
1224.0,-803.1,,
1224.3,-808.0,,
1224.7,-809.7,,
1225.0,-808.9,,
1225.3,-808.1,,
1225.7,-808.1,,
1226.0,-805.7,,
1226.3,-805.1,,
1226.7,-806.9,,
1227.0,-803.2,,
1227.3,-798.6,,
1227.7,-797.0,,
1228.0,-797.2,,
1228.3,-797.1,,
1228.7,-797.6,,
1229.0,-799.0,,
1229.3,-799.1,,
1229.7,-793.3,,
1230.0,-794.3,,
1230.3,-794.5,,
1230.7,-792.4,,
1231.0,-791.0,,
1231.3,-791.3,,
1231.7,-787.3,,
1232.0,-787.4,,
1232.3,-788.2,,
1232.7,-791.8,,
1233.0,-789.3,,
1233.3,-788.5,,
1233.7,-783.9,,
1234.0,-781.7,,
1234.3,-780.8,,
1234.7,-780.8,,
1235.0,-777.7,,
1235.3,-776.3,,
1235.7,-773.9,,
1236.0,-769.4,,
1236.3,-768.8,,
1236.7,-767.6,,
1237.0,-765.6,,
1237.3,-760.9,,
1237.7,-759.7,,
1238.0,-756.4,,
1238.3,-758.4,,
1238.7,-761.1,,
1239.0,-762.5,,
1239.3,-760.1,,
1239.7,-759.1,,
1240.0,-755.5,,
1240.3,-755.4,,
1240.7,-758.4,,
1241.0,-759.5,,
1241.3,-757.6,,
1241.7,-756.1,,
1242.0,-754.9,,
1242.3,-756.0,,
1242.7,-758.3,,
1243.0,-758.0,,
1243.3,-757.3,,
1243.7,-754.2,,
1244.0,-753.7,,
1244.3,-753.5,,
1244.7,-751.6,,
1245.0,-749.8,,
1245.3,-752.3,,
1245.7,-752.8,,
1246.0,-750.2,,
1246.3,-753.0,,
1246.7,-758.3,,
1247.0,-759.7,,
1247.3,-762.5,,
1247.7,-768.5,,
1248.0,-768.0,,
1248.3,-770.9,,
1248.7,-777.9,,
1249.0,-783.3,,
1249.3,-786.6,,
1249.7,-794.8,,
1250.0,-793.6,,
1250.3,-795.8,,
1250.7,-798.7,,
1251.0,-803.7,,
1251.3,-802.7,,
1251.7,-809.3,,
1252.0,-810.1,,
1252.3,-816.9,,
1252.7,-819.0,,
1253.0,-822.1,,
1253.3,-826.6,,
1253.7,-837.5,,
1254.0,-840.2,,
1254.3,-835.9,,
1254.7,-846.2,,
1255.0,-855.5,,
1255.3,-852.4,,
1255.7,-852.8,,
1256.0,-858.7,,
1256.3,-861.8,,
1256.7,-856.3,,
1257.0,-856.4,,
1257.3,-860.5,,
1257.7,-867.2,,
1258.0,-866.2,,
1258.3,-871.8,,
1258.7,-880.0,,
1259.0,-880.5,,
1259.3,-882.2,,
1259.7,-889.1,,
1260.0,-895.4,,
1260.3,-897.9,,
1260.7,-902.4,,
1261.0,-903.2,,
1261.3,-903.6,,
1261.7,-907.7,,
1262.0,-912.3,,
1262.3,-912.8,,
1262.7,-914.3,,
1263.0,-914.0,,
1263.3,-908.9,,
1263.7,-908.9,,
1264.0,-911.0,,
1264.3,-912.7,,
1264.7,-913.8,,
1265.0,-917.3,,
1265.3,-918.8,,
1265.7,-921.9,,
1266.0,-928.3,,
1266.3,-930.6,,
1266.7,-930.2,,
1267.0,-930.4,,
1267.3,-927.1,,
1267.7,-924.3,,
1268.0,-924.3,,
1268.3,-926.8,,
1268.7,-931.0,,
1269.0,-929.6,,
1269.3,-928.5,,
1269.7,-924.1,,
1270.0,-924.2,,
1270.3,-922.8,,
1270.7,-923.5,,
1271.0,-918.7,,
1271.3,-915.0,,
1271.7,-910.0,,
1272.0,-909.3,,
1272.3,-909.5,,
1272.7,-912.7,,
1273.0,-908.0,,
1273.3,-897.2,,
1273.7,-893.3,,
1274.0,-890.3,,
1274.3,-887.5,,
1274.7,-885.9,,
1275.0,-884.2,,
1275.3,-877.9,,
1275.7,-873.6,,
1276.0,-870.7,,
1276.3,-866.8,,
1276.7,-861.7,,
1277.0,-855.4,,
1277.3,-845.9,,
1277.7,-837.5,,
1278.0,-830.8,,
1278.3,-826.0,,
1278.7,-816.8,,
1279.0,-810.5,,
1279.3,-800.5,,
1279.7,-784.7,,
1280.0,-772.7,,
1280.3,-765.1,,
1280.7,-757.0,,
1281.0,-748.8,,
1281.3,-736.2,,
1281.7,-719.2,,
1282.0,-705.6,,
1282.3,-699.0,,
1282.7,-693.3,,
1283.0,-680.3,,
1283.3,-665.5,,
1283.7,-650.4,,
1284.0,-636.1,,
1284.3,-623.3,,
1284.7,-614.6,,
1285.0,-606.5,,
1285.3,-590.7,,
1285.7,-573.9,,
1286.0,-563.9,,
1286.3,-553.1,,
1286.7,-544.3,,
1287.0,-533.0,,
1287.3,-516.2,,
1287.7,-497.2,,
1288.0,-484.7,,
1288.3,-471.6,,
1288.7,-462.1,,
1289.0,-453.0,,
1289.3,-435.4,,
1289.7,-415.5,,
1290.0,-402.2,,
1290.3,-389.3,,
1290.7,-374.5,,
1291.0,-361.2,,
1291.3,-344.3,,
1291.7,-325.2,,
1292.0,-309.7,,
1292.3,-299.5,,
1292.7,-287.7,,
1293.0,-277.5,,
1293.3,-265.8,,
1293.7,-249.3,,
1294.0,-231.7,,
1294.3,-218.6,,
1294.7,-206.3,,
1295.0,-197.6,,
1295.3,-182.9,,
1295.7,-165.6,,
1296.0,-148.9,,
1296.3,-136.2,,
1296.7,-127.7,,
1297.0,-118.9,,
1297.3,-103.1,,
1297.7,-87.1,,
1298.0,-76.7,,
1298.3,-65.2,,
1298.7,-60.1,,
1299.0,-55.1,,
1299.3,-41.7,,
1299.7,-27.5,,
1300.0,-16.0,,
1300.3,-6.0,,
1300.7,2.2,,
1301.0,7.4,,
1301.3,16.7,,
1301.7,33.7,,
1302.0,47.9,,
1302.3,56.2,,
1302.7,62.4,,
1303.0,66.4,,
1303.3,76.0,,
1303.7,93.1,,
1304.0,112.0,,
1304.3,128.1,,
1304.7,137.6,,
1305.0,143.7,,
1305.3,150.7,,
1305.7,161.6,,
1306.0,173.7,,
1306.3,180.5,,
1306.7,184.2,,
1307.0,189.1,,
1307.3,190.7,,
1307.7,200.4,,
1308.0,214.4,,
1308.3,226.3,,
1308.7,230.9,,
1309.0,236.4,,
1309.3,243.5,,
1309.7,256.0,,
1310.0,275.5,,
1310.3,293.2,,
1310.7,306.9,,
1311.0,314.4,,
1311.3,325.1,,
1311.7,340.8,,
1312.0,357.5,,
1312.3,373.0,,
1312.7,384.3,,
1313.0,387.9,,
1313.3,395.9,,
1313.7,410.8,,
1314.0,431.1,,
1314.3,448.0,,
1314.7,461.9,,
1315.0,472.7,,
1315.3,481.7,,
1315.7,498.1,,
1316.0,518.4,,
1316.3,535.3,,
1316.7,548.3,,
1317.0,562.0,,
1317.3,572.3,,
1317.7,586.3,,
1318.0,610.0,,
1318.3,630.7,,
1318.7,645.3,,
1319.0,661.6,,
1319.3,676.2,,
1319.7,690.7,,
1320.0,713.9,,
1320.3,734.3,,
1320.7,752.2,,
1321.0,762.7,,
1321.3,774.5,,
1321.7,787.1,,
1322.0,805.6,,
1322.3,822.7,,
1322.7,834.8,,
1323.0,844.9,,
1323.3,852.1,,
1323.7,861.3,,
1324.0,875.9,,
1324.3,894.1,,
1324.7,907.8,,
1325.0,917.0,,
1325.3,923.9,,
1325.7,933.2,,
1326.0,945.3,,
1326.3,960.5,,
1326.7,972.6,,
1327.0,981.4,,
1327.3,985.3,,
1327.7,993.3,,
1328.0,1006.7,,
1328.3,1021.6,,
1328.7,1032.3,,
1329.0,1041.5,,
1329.3,1046.4,,
1329.7,1051.3,,
1330.0,1064.1,,
1330.3,1078.7,,
1330.7,1087.8,,
1331.0,1097.6,,
1331.3,1105.4,,
1331.7,1108.8,,
1332.0,1122.2,,
1332.3,1133.0,,
1332.7,1143.7,,
1333.0,1154.0,,
1333.3,1161.7,,
1333.7,1166.7,,
1334.0,1177.7,,
1334.3,1194.7,,
1334.7,1205.9,,
1335.0,1212.9,,
1335.3,1218.8,,
1335.7,1221.8,,
1336.0,1225.1,,
1336.3,1232.2,,
1336.7,1239.6,,
1337.0,1243.1,,
1337.3,1241.3,,
1337.7,1241.4,,
1338.0,1245.7,,
1338.3,1250.6,,
1338.7,1257.1,,
1339.0,1261.7,,
1339.3,1261.8,,
1339.7,1260.3,,
1340.0,1262.0,,
1340.3,1267.4,,
1340.7,1271.6,,
1341.0,1277.8,,
1341.3,1276.6,,
1341.7,1273.5,,
1342.0,1276.4,,
1342.3,1281.2,,
1342.7,1286.7,,
1343.0,1293.8,,
1343.3,1296.5,,
1343.7,1296.4,,
1344.0,1298.3,,
1344.3,1304.6,,
1344.7,1304.8,,
1345.0,1307.8,,
1345.3,1310.3,,
1345.7,1307.4,,
1346.0,1299.5,,
1346.3,1299.3,,
1346.7,1302.2,,
1347.0,1301.3,,
1347.3,1303.0,,
1347.7,1300.8,,
1348.0,1298.7,,
1348.3,1299.0,,
1348.7,1303.7,,
1349.0,1303.8,,
1349.3,1304.8,,
1349.7,1299.6,,
1350.0,1294.1,,
1350.3,1290.5,,
1350.7,1290.5,,
1351.0,1287.9,,
1351.3,1283.3,,
1351.7,1279.6,,
1352.0,1276.1,,
1352.3,1275.9,,
1352.7,1277.8,,
1353.0,1278.8,,
1353.3,1281.1,,
1353.7,1280.1,,
1354.0,1277.6,,
1354.3,1278.0,,
1354.7,1276.8,,
1355.0,1275.7,,
1355.3,1273.2,,
1355.7,1265.1,,
1356.0,1256.6,,
1356.3,1252.4,,
1356.7,1248.8,,
1357.0,1240.2,,
1357.3,1238.4,,
1357.7,1233.7,,
1358.0,1226.4,,
1358.3,1223.8,,
1358.7,1225.5,,
1359.0,1223.4,,
1359.3,1222.9,,
1359.7,1220.2,,
1360.0,1212.1,,
1360.3,1211.2,,
1360.7,1213.3,,
1361.0,1212.3,,
1361.3,1212.0,,
1361.7,1214.8,,
1362.0,1212.0,,
1362.3,1211.8,,
1362.7,1214.1,,
1363.0,1217.4,,
1363.3,1217.8,,
1363.7,1216.5,,
1364.0,1213.6,,
1364.3,1212.9,,
1364.7,1212.4,,
1365.0,1211.0,,
1365.3,1209.6,,
1365.7,1207.9,,
1366.0,1201.2,,
1366.3,1197.6,,
1366.7,1192.4,,
1367.0,1189.4,,
1367.3,1189.8,,
1367.7,1188.2,,
1368.0,1184.5,,
1368.3,1180.5,,
1368.7,1176.4,,
1369.0,1173.7,,
1369.3,1170.5,,
1369.7,1166.8,,
1370.0,1159.5,,
1370.3,1154.5,,
1370.7,1148.9,,
1371.0,1145.9,,
1371.3,1143.7,,
1371.7,1141.2,,
1372.0,1130.5,,
1372.3,1126.0,,
1372.7,1125.2,,
1373.0,1120.7,,
1373.3,1112.0,,
1373.7,1107.6,,
1374.0,1102.1,,
1374.3,1093.2,,
1374.7,1091.1,,
1375.0,1086.0,,
1375.3,1081.5,,
1375.7,1074.7,,
1376.0,1071.8,,
1376.3,1063.9,,
1376.7,1058.2,,
1377.0,1050.4,,
1377.3,1045.9,,
1377.7,1037.1,,
1378.0,1030.6,,
1378.3,1022.2,,
1378.7,1013.8,,
1379.0,1005.1,,
1379.3,997.5,,
1379.7,990.8,,
1380.0,980.8,,
1380.3,971.4,,
1380.7,960.4,,
1381.0,950.3,,
1381.3,940.9,,
1381.7,932.6,,
1382.0,921.7,,
1382.3,911.3,,
1382.7,900.8,,
1383.0,887.8,,
1383.3,877.5,,
1383.7,867.3,,
1384.0,855.5,,
1384.3,842.5,,
1384.7,831.1,,
1385.0,819.4,,
1385.3,811.2,,
1385.7,799.8,,
1386.0,789.6,,
1386.3,779.5,,
1386.7,769.7,,
1387.0,760.0,,
1387.3,745.5,,
1387.7,734.5,,
1388.0,724.7,,
1388.3,714.3,,
1388.7,703.4,,
1389.0,695.3,,
1389.3,681.3,,
1389.7,668.1,,
1390.0,658.0,,
1390.3,648.8,,
1390.7,634.5,,
1391.0,626.0,,
1391.3,616.7,,
1391.7,607.0,,
1392.0,598.7,,
1392.3,588.7,,
1392.7,580.3,,
1393.0,570.8,,
1393.3,561.3,,
1393.7,547.6,,
1394.0,536.5,,
1394.3,520.8,,
1394.7,512.8,,
1395.0,502.8,,
1395.3,495.8,,
1395.7,483.8,,
1396.0,471.3,,
1396.3,455.6,,
1396.7,444.5,,
1397.0,438.6,,
1397.3,426.7,,
1397.7,416.2,,
1398.0,402.3,,
1398.3,388.4,,
1398.7,377.7,,
1399.0,375.6,,
1399.3,366.0,,
1399.7,353.5,,
1400.0,341.4,,
1400.3,324.9,,
1400.7,309.7,,
1401.0,302.7,,
1401.3,291.3,,
1401.7,276.6,,
1402.0,263.1,,
1402.3,251.0,,
1402.7,238.8,,
1403.0,228.6,,
1403.3,220.5,,
1403.7,205.1,,
1404.0,190.3,,
1404.3,172.4,,
1404.7,159.3,,
1405.0,148.9,,
1405.3,139.3,,
1405.7,126.3,,
1406.0,115.1,,
1406.3,102.9,,
1406.7,92.1,,
1407.0,80.8,,
1407.3,69.4,,
1407.7,59.3,,
1408.0,44.4,,
1408.3,32.6,,
1408.7,20.3,,
1409.0,15.1,,
1409.3,6.2,,
1409.7,-2.8,,
1410.0,-13.5,,
1410.3,-28.0,,
1410.7,-40.4,,
1411.0,-47.6,,
1411.3,-51.6,,
1411.7,-57.1,,
1412.0,-62.6,,
1412.3,-73.2,,
1412.7,-85.1,,
1413.0,-90.1,,
1413.3,-94.4,,
1413.7,-106.0,,
1414.0,-116.8,,
1414.3,-130.8,,
1414.7,-146.1,,
1415.0,-158.0,,
1415.3,-163.9,,
1415.7,-172.5,,
1416.0,-180.1,,
1416.3,-188.7,,
1416.7,-203.6,,
1417.0,-216.0,,
1417.3,-222.8,,
1417.7,-229.0,,
1418.0,-242.4,,
1418.3,-257.1,,
1418.7,-268.3,,
1419.0,-277.4,,
1419.3,-285.0,,
1419.7,-290.1,,
1420.0,-298.7,,
1420.3,-312.2,,
1420.7,-327.2,,
1421.0,-340.4,,
1421.3,-346.7,,
1421.7,-355.0,,
1422.0,-364.3,,
1422.3,-379.0,,
1422.7,-392.2,,
1423.0,-404.1,,
1423.3,-413.9,,
1423.7,-421.8,,
1424.0,-427.6,,
1424.3,-440.6,,
1424.7,-458.8,,
1425.0,-470.0,,
1425.3,-476.1,,
1425.7,-481.5,,
1426.0,-487.5,,
1426.3,-493.9,,
1426.7,-510.2,,
1427.0,-523.1,,
1427.3,-529.6,,
1427.7,-535.2,,
1428.0,-541.5,,
1428.3,-548.3,,
1428.7,-558.2,,
1429.0,-571.4,,
1429.3,-577.7,,
1429.7,-582.1,,
1430.0,-585.8,,
1430.3,-595.6,,
1430.7,-606.8,,
1431.0,-625.1,,
1431.3,-630.6,,
1431.7,-636.2,,
1432.0,-640.0,,
1432.3,-650.0,,
1432.7,-657.3,,
1433.0,-674.0,,
1433.3,-681.7,,
1433.7,-686.9,,
1434.0,-691.6,,
1434.3,-706.2,,
1434.7,-718.1,,
1435.0,-732.3,,
1435.3,-741.0,,
1435.7,-748.5,,
1436.0,-748.0,,
1436.3,-753.4,,
1436.7,-759.1,,
1437.0,-773.5,,
1437.3,-775.8,,
1437.7,-780.2,,
1438.0,-778.9,,
1438.3,-783.5,,
1438.7,-788.8,,
1439.0,-803.3,,
1439.3,-804.7,,
1439.7,-809.6,,
1440.0,-809.0,,
1440.3,-807.6,,
1440.7,-808.5,,
1441.0,-820.7,,
1441.3,-824.4,,
1441.7,-822.3,,
1442.0,-818.7,,
1442.3,-816.5,,
1442.7,-812.6,,
1443.0,-818.6,,
1443.3,-822.2,,
1443.7,-821.6,,
1444.0,-823.4,,
1444.3,-817.9,,
1444.7,-817.6,,
1445.0,-822.9,,
1445.3,-831.1,,
1445.7,-823.3,,
1446.0,-812.9,,
1446.3,-814.5,,
1446.7,-819.2,,
1447.0,-813.3,,
1447.3,-803.9,,
1447.7,-812.1,,
1448.0,-808.9,,
1448.3,-789.4,,
1448.7,-779.0,,
1449.0,-794.2,,
1449.3,-787.1,,
1449.7,-764.7,,
1450.0,-765.4,,
1450.3,-754.0,,
1450.7,-738.2,,
1451.0,-742.1,,
1451.3,-742.3,,
1451.7,-728.4,,
1452.0,-718.5,,
1452.3,-706.0,,
1452.7,-692.4,,
1453.0,-687.1,,
1453.3,-678.5,,
1453.7,-669.5,,
1454.0,-654.6,,
1454.3,-638.0,,
1454.7,-624.0,,
1455.0,-611.5,,
1455.3,-604.4,,
1455.7,-591.5,,
1456.0,-573.2,,
1456.3,-558.1,,
1456.7,-543.8,,
1457.0,-525.5,,
1457.3,-515.1,,
1457.7,-505.2,,
1458.0,-483.9,,
1458.3,-467.6,,
1458.7,-449.4,,
1459.0,-433.5,,
1459.3,-425.1,,
1459.7,-407.4,,
1460.0,-387.7,,
1460.3,-375.3,,
1460.7,-359.8,,
1461.0,-342.8,,
1461.3,-335.2,,
1461.7,-326.4,,
1462.0,-310.4,,
1462.3,-283.4,,
1462.7,-269.6,,
1463.0,-259.3,,
1463.3,-240.1,,
1463.7,-227.9,,
1464.0,-211.5,,
1464.3,-196.9,,
1464.7,-177.9,,
1465.0,-165.6,,
1465.3,-159.8,,
1465.7,-147.1,,
1466.0,-135.1,,
1466.3,-117.1,,
1466.7,-104.0,,
1467.0,-89.1,,
1467.3,-81.5,,
1467.7,-70.9,,
1468.0,-61.5,,
1468.3,-49.4,,
1468.7,-32.6,,
1469.0,-21.0,,
1469.3,-10.2,,
1469.7,-5.3,,
1470.0,10.4,,
1470.3,23.9,,
1470.7,42.6,,
1471.0,53.9,,
1471.3,66.6,,
1471.7,74.9,,
1472.0,89.1,,
1472.3,106.9,,
1472.7,122.0,,
1473.0,141.7,,
1473.3,152.1,,
1473.7,164.8,,
1474.0,179.5,,
1474.3,196.8,,
1474.7,214.8,,
1475.0,232.8,,
1475.3,249.4,,
1475.7,263.0,,
1476.0,280.8,,
1476.3,299.6,,
1476.7,322.6,,
1477.0,341.1,,
1477.3,361.9,,
1477.7,375.8,,
1478.0,391.0,,
1478.3,411.3,,
1478.7,432.2,,
1479.0,452.8,,
1479.3,470.0,,
1479.7,489.6,,
1480.0,512.8,,
1480.3,528.4,,
1480.7,546.2,,
1481.0,570.3,,
1481.3,585.4,,
1481.7,605.2,,
1482.0,627.1,,
1482.3,647.6,,
1482.7,666.4,,
1483.0,692.1,,
1483.3,713.3,,
1483.7,737.3,,
1484.0,755.7,,
1484.3,777.5,,
1484.7,794.7,,
1485.0,816.1,,
1485.3,838.2,,
1485.7,855.9,,
1486.0,879.4,,
1486.3,900.1,,
1486.7,920.6,,
1487.0,940.8,,
1487.3,963.7,,
1487.7,979.4,,
1488.0,999.5,,
1488.3,1017.1,,
1488.7,1038.6,,
1489.0,1058.7,,
1489.3,1078.5,,
1489.7,1097.6,,
1490.0,1114.6,,
1490.3,1128.8,,
1490.7,1145.7,,
1491.0,1160.1,,
1491.3,1174.6,,
1491.7,1191.8,,
1492.0,1210.6,,
1492.3,1227.4,,
1492.7,1245.6,,
1493.0,1261.4,,
1493.3,1280.7,,
1493.7,1299.1,,
1494.0,1318.0,,
1494.3,1338.4,,
1494.7,1352.6,,
1495.0,1367.9,,
1495.3,1389.4,,
1495.7,1405.5,,
1496.0,1430.0,,
1496.3,1449.0,,
1496.7,1462.6,,
1497.0,1482.8,,
1497.3,1509.4,,
1497.7,1526.3,,
1498.0,1548.9,,
1498.3,1573.1,,
1498.7,1584.0,,
1499.0,1600.1,,
1499.3,1627.1,,
1499.7,1643.6,,
1500.0,1660.5,,
1500.3,1692.9,,
1500.7,1708.6,,
1501.0,1712.9,,
1501.3,1741.2,,
1501.7,1763.7,,
1502.0,1769.2,,
1502.3,1789.8,,
1502.7,1815.7,,
1503.0,1831.4,,
1503.3,1835.2,,
1503.7,1854.8,,
1504.0,1880.0,,
1504.3,1892.5,,
1504.7,1906.0,,
1505.0,1917.7,,
1505.3,1931.7,,
1505.7,1944.9,,
1506.0,1959.8,,
1506.3,1974.8,,
1506.7,1992.7,,
1507.0,1999.9,,
1507.3,2014.8,,
1507.7,2026.0,,
1508.0,2039.0,,
1508.3,2057.8,,
1508.7,2065.8,,
1509.0,2075.9,,
1509.3,2086.5,,
1509.7,2097.7,,
1510.0,2111.1,,
1510.3,2127.0,,
1510.7,2140.0,,
1511.0,2147.9,,
1511.3,2156.9,,
1511.7,2166.4,,
1512.0,2176.3,,
1512.3,2185.5,,
1512.7,2196.8,,
1513.0,2200.8,,
1513.3,2207.2,,
1513.7,2214.3,,
1514.0,2219.7,,
1514.3,2226.0,,
1514.7,2234.2,,
1515.0,2234.2,,
1515.3,2239.0,,
1515.7,2242.3,,
1516.0,2246.8,,
1516.3,2255.4,,
1516.7,2264.9,,
1517.0,2272.1,,
1517.3,2275.4,,
1517.7,2279.1,,
1518.0,2284.5,,
1518.3,2290.1,,
1518.7,2299.1,,
1519.0,2305.7,,
1519.3,2312.4,,
1519.7,2317.7,,
1520.0,2320.0,,
1520.3,2331.1,,
1520.7,2341.8,,
1521.0,2348.2,,
1521.3,2351.9,,
1521.7,2351.7,,
1522.0,2351.2,,
1522.3,2365.1,,
1522.7,2376.8,,
1523.0,2378.5,,
1523.3,2378.7,,
1523.7,2386.2,,
1524.0,2388.1,,
1524.3,2391.0,,
1524.7,2401.7,,
1525.0,2404.3,,
1525.3,2399.0,,
1525.7,2396.8,,
1526.0,2396.2,,
1526.3,2395.7,,
1526.7,2402.4,,
1527.0,2402.4,,
1527.3,2402.5,,
1527.7,2406.4,,
1528.0,2404.9,,
1528.3,2406.8,,
1528.7,2411.4,,
1529.0,2414.9,,
1529.3,2414.2,,
1529.7,2411.6,,
1530.0,2412.3,,
1530.3,2413.1,,
1530.7,2413.1,,
1531.0,2418.0,,
1531.3,2415.7,,
1531.7,2407.2,,
1532.0,2407.9,,
1532.3,2406.5,,
1532.7,2410.3,,
1533.0,2414.7,,
1533.3,2414.2,,
1533.7,2404.7,,
1534.0,2396.7,,
1534.3,2395.4,,
1534.7,2401.2,,
1535.0,2398.8,,
1535.3,2393.5,,
1535.7,2389.2,,
1536.0,2378.8,,
1536.3,2377.9,,
1536.7,2378.8,,
1537.0,2379.5,,
1537.3,2375.5,,
1537.7,2368.0,,
1538.0,2362.0,,
1538.3,2360.5,,
1538.7,2354.5,,
1539.0,2351.8,,
1539.3,2346.4,,
1539.7,2336.9,,
1540.0,2332.3,,
1540.3,2324.6,,
1540.7,2326.3,,
1541.0,2332.8,,
1541.3,2322.9,,
1541.7,2316.8,,
1542.0,2316.9,,
1542.3,2307.8,,
1542.7,2305.8,,
1543.0,2307.3,,
1543.3,2303.5,,
1543.7,2295.8,,
1544.0,2286.1,,
1544.3,2278.8,,
1544.7,2273.0,,
1545.0,2269.1,,
1545.3,2264.0,,
1545.7,2253.8,,
1546.0,2239.4,,
1546.3,2233.4,,
1546.7,2228.6,,
1547.0,2230.5,,
1547.3,2226.3,,
1547.7,2218.5,,
1548.0,2208.5,,
1548.3,2197.9,,
1548.7,2188.6,,
1549.0,2183.4,,
1549.3,2173.0,,
1549.7,2161.5,,
1550.0,2145.9,,
1550.3,2126.1,,
1550.7,2118.7,,
1551.0,2111.3,,
1551.3,2101.2,,
1551.7,2092.5,,
1552.0,2079.6,,
1552.3,2064.5,,
1552.7,2053.1,,
1553.0,2045.9,,
1553.3,2039.3,,
1553.7,2024.4,,
1554.0,2011.1,,
1554.3,1998.1,,
1554.7,1980.1,,
1555.0,1969.3,,
1555.3,1962.7,,
1555.7,1945.3,,
1556.0,1930.5,,
1556.3,1910.7,,
1556.7,1889.4,,
1557.0,1877.1,,
1557.3,1861.1,,
1557.7,1845.5,,
1558.0,1826.2,,
1558.3,1800.3,,
1558.7,1778.9,,
1559.0,1763.5,,
1559.3,1746.5,,
1559.7,1728.4,,
1560.0,1705.1,,
1560.3,1684.2,,
1560.7,1667.7,,
1561.0,1643.6,,
1561.3,1628.0,,
1561.7,1616.4,,
1562.0,1597.9,,
1562.3,1571.1,,
1562.7,1543.7,,
1563.0,1526.2,,
1563.3,1516.8,,
1563.7,1497.4,,
1564.0,1473.9,,
1564.3,1454.3,,
1564.7,1437.9,,
1565.0,1418.8,,
1565.3,1399.2,,
1565.7,1382.1,,
1566.0,1369.9,,
1566.3,1347.0,,
1566.7,1317.6,,
1567.0,1300.9,,
1567.3,1291.4,,
1567.7,1271.9,,
1568.0,1250.9,,
1568.3,1234.4,,
1568.7,1214.8,,
1569.0,1194.9,,
1569.3,1176.2,,
1569.7,1158.6,,
1570.0,1146.4,,
1570.3,1130.4,,
1570.7,1109.9,,
1571.0,1088.2,,
1571.3,1074.1,,
1571.7,1057.9,,
1572.0,1043.5,,
1572.3,1022.1,,
1572.7,1001.9,,
1573.0,984.1,,
1573.3,964.4,,
1573.7,949.4,,
1574.0,932.3,,
1574.3,912.0,,
1574.7,890.0,,
1575.0,869.2,,
1575.3,844.3,,
1575.7,825.8,,
1576.0,807.6,,
1576.3,789.1,,
1576.7,769.5,,
1577.0,746.1,,
1577.3,725.7,,
1577.7,709.5,,
1578.0,687.8,,
1578.3,667.2,,
1578.7,645.4,,
1579.0,620.1,,
1579.3,599.8,,
1579.7,576.5,,
1580.0,554.3,,
1580.3,537.0,,
1580.7,513.1,,
1581.0,491.7,,
1581.3,474.5,,
1581.7,450.9,,
1582.0,429.1,,
1582.3,403.5,,
1582.7,378.8,,
1583.0,355.8,,
1583.3,333.3,,
1583.7,313.0,,
1584.0,291.4,,
1584.3,271.1,,
1584.7,250.6,,
1585.0,230.8,,
1585.3,210.7,,
1585.7,195.9,,
1586.0,176.4,,
1586.3,155.7,,
1586.7,138.4,,
1587.0,114.9,,
1587.3,95.8,,
1587.7,81.6,,
1588.0,62.2,,
1588.3,43.5,,
1588.7,26.5,,
1589.0,4.2,,
1589.3,-10.5,,
1589.7,-31.6,,
1590.0,-48.0,,
1590.3,-63.2,,
1590.7,-86.3,,
1591.0,-104.9,,
1591.3,-116.5,,
1591.7,-132.6,,
1592.0,-150.5,,
1592.3,-163.7,,
1592.7,-183.3,,
1593.0,-199.8,,
1593.3,-216.9,,
1593.7,-229.8,,
1594.0,-248.0,,
1594.3,-263.0,,
1594.7,-276.5,,
1595.0,-292.8,,
1595.3,-307.7,,
1595.7,-319.2,,
1596.0,-338.2,,
1596.3,-357.9,,
1596.7,-373.2,,
1597.0,-395.6,,
1597.3,-411.6,,
1597.7,-424.9,,
1598.0,-441.5,,
1598.3,-458.4,,
1598.7,-475.5,,
1599.0,-490.2,,
1599.3,-508.8,,
1599.7,-525.2,,
1600.0,-541.0,,
1600.3,-559.9,,
1600.7,-577.8,,
1601.0,-590.9,,
1601.3,-605.1,,
1601.7,-618.4,,
1602.0,-633.9,,
1602.3,-648.2,,
1602.7,-661.0,,
1603.0,-676.0,,
1603.3,-684.8,,
1603.7,-694.9,,
1604.0,-709.3,,
